,GHI,Tair,poa_global,solar_elevation,cell_temp,E_gen_kWh,E_hvac_kWh,E_hw_kWh,E_base_kWh,E_total_kWh,charge_kw,discharge_kw,grid_export_kw,grid_import_kw,soc_after,E_self_kWh
2020-01-01 00:00:00+09:00,0.0000,1.5000,0.0000,-76.9366,1.5000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.4871,0.0000
2020-01-01 01:00:00+09:00,0.0000,-0.4000,0.0000,-69.2878,-0.4000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.4456,0.0000
2020-01-01 02:00:00+09:00,0.0000,2.7000,0.0000,-58.0482,2.7000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.4041,0.0000
2020-01-01 03:00:00+09:00,0.0000,3.6000,0.0000,-46.0056,3.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.3625,0.0000
2020-01-01 04:00:00+09:00,0.0000,0.1000,0.0000,-33.8414,0.1000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.3497,0.0000
2020-01-01 05:00:00+09:00,0.0000,2.0000,0.0000,-21.8404,2.0000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.2000,0.0000,0.0000,0.3325,0.0000
2020-01-01 06:00:00+09:00,0.0000,5.2000,0.0000,-10.2168,5.2000,0.0000,0.6884,0.0000,0.9000,1.5884,0.0000,1.5884,0.0000,0.0000,0.1960,0.0000
2020-01-01 07:00:00+09:00,0.0000,4.8000,0.0000,0.7906,4.8000,0.0000,0.7070,0.0000,1.1000,1.8070,0.0000,1.6996,0.0000,0.1073,0.0500,0.0000
2020-01-01 08:00:00+09:00,63.4000,7.1000,132.1643,10.8636,11.0657,0.7386,0.6000,0.0000,0.7000,1.3000,0.0000,0.0000,0.0000,0.5614,0.0500,0.7386
2020-01-01 09:00:00+09:00,95.3000,6.5000,146.2946,19.5575,10.9070,0.8179,0.6279,0.0000,0.4000,1.0279,0.0000,0.0000,0.0000,0.2100,0.0500,0.8179
2020-01-01 10:00:00+09:00,81.2000,9.8000,107.2859,26.2748,12.9865,0.5963,0.4744,0.0000,0.3500,0.8244,0.0000,0.0000,0.0000,0.2282,0.0500,0.5963
2020-01-01 11:00:00+09:00,73.7000,7.8000,106.7833,30.3244,11.1345,0.5966,0.5674,0.0000,0.4000,0.9674,0.0000,0.0000,0.0000,0.3708,0.0500,0.5966
2020-01-01 12:00:00+09:00,126.5000,8.4000,187.3377,31.1425,14.2226,1.0374,0.5395,0.0000,0.6000,1.1395,0.0000,0.0000,0.0000,0.1021,0.0500,1.0374
2020-01-01 13:00:00+09:00,57.7000,9.4000,80.2695,28.5979,11.6111,0.4479,0.4930,0.0000,0.3500,0.8430,0.0000,0.0000,0.0000,0.3951,0.0500,0.4479
2020-01-01 14:00:00+09:00,75.3000,11.7000,114.7399,23.0786,15.2285,0.6335,0.3860,0.0000,0.3500,0.7360,0.0000,0.0000,0.0000,0.1025,0.0500,0.6335
2020-01-01 15:00:00+09:00,23.2000,6.6000,36.3104,15.2523,7.6574,0.2049,0.6232,0.0000,0.3500,0.9732,0.0000,0.0000,0.0000,0.7683,0.0500,0.2049
2020-01-01 16:00:00+09:00,39.7000,6.8000,92.2004,5.7779,9.6726,0.5173,0.6139,0.0000,0.4000,1.0139,0.0000,0.0000,0.0000,0.4966,0.0500,0.5173
2020-01-01 17:00:00+09:00,0.0000,4.8000,0.0000,-4.8264,4.8000,0.0000,0.7070,0.0000,0.9000,1.6070,0.0000,0.0000,0.0000,1.6070,0.0500,0.0000
2020-01-01 18:00:00+09:00,0.0000,3.8000,0.0000,-16.1869,3.8000,0.0000,0.7535,0.0000,1.3000,2.0535,0.0000,0.0000,0.0000,2.0535,0.0500,0.0000
2020-01-01 19:00:00+09:00,0.0000,4.9000,0.0000,-28.0325,4.9000,0.0000,0.7023,0.0000,1.2000,1.9023,0.0000,0.0000,0.0000,1.9023,0.0500,0.0000
2020-01-01 20:00:00+09:00,0.0000,4.1000,0.0000,-40.1444,4.1000,0.0000,0.7395,0.0000,1.0000,1.7395,0.0000,0.0000,0.0000,1.7395,0.0500,0.0000
2020-01-01 21:00:00+09:00,0.0000,3.0000,0.0000,-52.2885,3.0000,0.0000,0.7907,0.0000,0.9000,1.6907,0.0000,0.0000,0.0000,1.6907,0.0500,0.0000
2020-01-01 22:00:00+09:00,0.0000,0.5000,0.0000,-64.0470,0.5000,0.0000,0.9070,0.0000,0.7000,1.6070,0.0000,0.0000,0.0000,1.6070,0.0500,0.0000
2020-01-01 23:00:00+09:00,0.0000,1.5000,0.0000,-74.0524,1.5000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,0.3000,0.0500,0.0000
2020-01-02 00:00:00+09:00,0.0000,1.2000,0.0000,-76.8882,1.2000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-02 01:00:00+09:00,0.0000,1.5000,0.0000,-69.3173,1.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-02 02:00:00+09:00,0.0000,2.8000,0.0000,-58.1016,2.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-02 03:00:00+09:00,0.0000,2.5000,0.0000,-46.0650,2.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-02 04:00:00+09:00,0.0000,4.0000,0.0000,-33.8998,4.0000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-02 05:00:00+09:00,0.0000,4.1000,0.0000,-21.8937,4.1000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-01-02 06:00:00+09:00,0.0000,5.4000,0.0000,-10.2617,5.4000,0.0000,0.6791,0.0000,0.9000,1.5791,0.0000,0.0000,0.0000,1.5791,0.0500,0.0000
2020-01-02 07:00:00+09:00,27.2000,5.6000,10.2543,0.7577,5.9181,0.0582,0.6698,0.0000,1.1000,1.7698,0.0000,0.0000,0.0000,1.7116,0.0500,0.0582
2020-01-02 08:00:00+09:00,9.4000,6.6000,17.3427,10.8469,7.1405,0.0980,0.6232,0.0000,0.7000,1.3232,0.0000,0.0000,0.0000,1.2252,0.0500,0.0980
2020-01-02 09:00:00+09:00,110.0000,9.3000,176.9042,19.5618,14.3665,0.9792,0.4977,0.0000,0.4000,0.8977,0.0816,0.0000,0.0000,0.0000,0.0566,0.9792
2020-01-02 10:00:00+09:00,0.0000,8.7000,0.0000,26.3053,8.7000,0.0000,0.5256,0.0000,0.3500,0.8756,0.0000,0.0768,0.0000,0.7988,0.0500,0.0000
2020-01-02 11:00:00+09:00,99.3000,10.1000,139.7751,30.3843,14.3709,0.7737,0.4605,0.0000,0.4000,0.8605,0.0000,0.0000,0.0000,0.0868,0.0500,0.7737
2020-01-02 12:00:00+09:00,63.8000,10.3000,86.9780,31.2307,12.9630,0.4834,0.4512,0.0000,0.6000,1.0512,0.0000,0.0000,0.0000,0.5677,0.0500,0.4834
2020-01-02 13:00:00+09:00,64.4000,7.2000,95.5376,28.7084,10.1248,0.5354,0.5953,0.0000,0.3500,0.9453,0.0000,0.0000,0.0000,0.4100,0.0500,0.5354
2020-01-02 14:00:00+09:00,22.3000,8.7000,31.0479,23.2035,9.6550,0.1742,0.5256,0.0000,0.3500,0.8756,0.0000,0.0000,0.0000,0.7014,0.0500,0.1742
2020-01-02 15:00:00+09:00,67.4000,8.1000,112.9526,15.3849,11.4644,0.6305,0.5535,0.0000,0.3500,0.9035,0.0000,0.0000,0.0000,0.2730,0.0500,0.6305
2020-01-02 16:00:00+09:00,40.5000,7.7000,99.4626,5.9138,10.5265,0.5567,0.5721,0.0000,0.4000,0.9721,0.0000,0.0000,0.0000,0.4154,0.0500,0.5567
2020-01-02 17:00:00+09:00,0.0000,5.0000,0.0000,-4.6897,5.0000,0.0000,0.6977,0.0000,0.9000,1.5977,0.0000,0.0000,0.0000,1.5977,0.0500,0.0000
2020-01-02 18:00:00+09:00,0.0000,4.5000,0.0000,-16.0505,4.5000,0.0000,0.7209,0.0000,1.3000,2.0209,0.0000,0.0000,0.0000,2.0209,0.0500,0.0000
2020-01-02 19:00:00+09:00,0.0000,3.4000,0.0000,-27.8968,3.4000,0.0000,0.7721,0.0000,1.2000,1.9721,0.0000,0.0000,0.0000,1.9721,0.0500,0.0000
2020-01-02 20:00:00+09:00,0.0000,1.2000,0.0000,-40.0091,1.2000,0.0000,0.8744,0.0000,1.0000,1.8744,0.0000,0.0000,0.0000,1.8744,0.0500,0.0000
2020-01-02 21:00:00+09:00,0.0000,2.9000,0.0000,-52.1527,2.9000,0.0000,0.7953,0.0000,0.9000,1.6953,0.0000,0.0000,0.0000,1.6953,0.0500,0.0000
2020-01-02 22:00:00+09:00,0.0000,0.8000,0.0000,-63.9097,0.8000,0.0000,0.8930,0.0000,0.7000,1.5930,0.0000,0.0000,0.0000,1.5930,0.0500,0.0000
2020-01-02 23:00:00+09:00,0.0000,1.2000,0.0000,-73.9208,1.2000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,0.3000,0.0500,0.0000
2020-01-03 00:00:00+09:00,0.0000,1.7000,0.0000,-76.8309,1.7000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-03 01:00:00+09:00,0.0000,1.8000,0.0000,-69.3401,1.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-03 02:00:00+09:00,0.0000,2.5000,0.0000,-58.1497,2.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-03 03:00:00+09:00,0.0000,2.0000,0.0000,-46.1194,2.0000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-03 04:00:00+09:00,0.0000,2.4000,0.0000,-33.9533,2.4000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-03 05:00:00+09:00,0.0000,3.8000,0.0000,-21.9420,3.8000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-01-03 06:00:00+09:00,0.0000,2.5000,0.0000,-10.3012,2.5000,0.0000,0.8139,0.0000,0.9000,1.7139,0.0000,0.0000,0.0000,1.7139,0.0500,0.0000
2020-01-03 07:00:00+09:00,0.0000,4.5000,0.0000,0.7305,4.5000,0.0000,0.7209,0.0000,1.1000,1.8209,0.0000,0.0000,0.0000,1.8209,0.0500,0.0000
2020-01-03 08:00:00+09:00,44.2000,6.4000,86.3523,10.8364,8.9693,0.4855,0.6326,0.0000,0.7000,1.3326,0.0000,0.0000,0.0000,0.8471,0.0500,0.4855
2020-01-03 09:00:00+09:00,102.2000,8.9000,166.9720,19.5730,13.8359,0.9257,0.5163,0.0000,0.4000,0.9163,0.0094,0.0000,0.0000,0.0000,0.0508,0.9257
2020-01-03 10:00:00+09:00,29.2000,7.0000,39.5961,26.3431,8.1384,0.2232,0.6046,0.0000,0.3500,0.9546,0.0000,0.0089,0.0000,0.7226,0.0500,0.2232
2020-01-03 11:00:00+09:00,62.5000,6.3000,85.7176,30.4516,8.7885,0.4822,0.6372,0.0000,0.4000,1.0372,0.0000,0.0000,0.0000,0.5550,0.0500,0.4822
2020-01-03 12:00:00+09:00,95.4000,8.1000,133.6448,31.3262,11.9065,0.7451,0.5535,0.0000,0.6000,1.1535,0.0000,0.0000,0.0000,0.4084,0.0500,0.7451
2020-01-03 13:00:00+09:00,14.5000,8.1000,20.8992,28.8257,8.7167,0.1176,0.5535,0.0000,0.3500,0.9035,0.0000,0.0000,0.0000,0.7859,0.0500,0.1176
2020-01-03 14:00:00+09:00,68.7000,10.9000,103.0264,23.3344,14.0936,0.5707,0.4233,0.0000,0.3500,0.7733,0.0000,0.0000,0.0000,0.2025,0.0500,0.5707
2020-01-03 15:00:00+09:00,30.6000,8.1000,45.0284,15.5226,9.4903,0.2528,0.5535,0.0000,0.3500,0.9035,0.0000,0.0000,0.0000,0.6507,0.0500,0.2528
2020-01-03 16:00:00+09:00,24.6000,8.3000,59.4822,6.0540,10.0429,0.3334,0.5442,0.0000,0.4000,0.9442,0.0000,0.0000,0.0000,0.6108,0.0500,0.3334
2020-01-03 17:00:00+09:00,0.0000,6.6000,0.0000,-4.5494,6.6000,0.0000,0.6232,0.0000,0.9000,1.5232,0.0000,0.0000,0.0000,1.5232,0.0500,0.0000
2020-01-03 18:00:00+09:00,0.0000,7.2000,0.0000,-15.9111,7.2000,0.0000,0.5953,0.0000,1.3000,1.8953,0.0000,0.0000,0.0000,1.8953,0.0500,0.0000
2020-01-03 19:00:00+09:00,0.0000,2.2000,0.0000,-27.7585,2.2000,0.0000,0.8279,0.0000,1.2000,2.0279,0.0000,0.0000,0.0000,2.0279,0.0500,0.0000
2020-01-03 20:00:00+09:00,0.0000,2.0000,0.0000,-39.8713,2.0000,0.0000,0.8372,0.0000,1.0000,1.8372,0.0000,0.0000,0.0000,1.8372,0.0500,0.0000
2020-01-03 21:00:00+09:00,0.0000,0.8000,0.0000,-52.0143,0.8000,0.0000,0.8930,0.0000,0.9000,1.7930,0.0000,0.0000,0.0000,1.7930,0.0500,0.0000
2020-01-03 22:00:00+09:00,0.0000,1.0000,0.0000,-63.7690,1.0000,0.0000,0.8837,0.0000,0.7000,1.5837,0.0000,0.0000,0.0000,1.5837,0.0500,0.0000
2020-01-03 23:00:00+09:00,0.0000,-0.9000,0.0000,-73.7836,-0.9000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,0.3000,0.0500,0.0000
2020-01-04 00:00:00+09:00,0.0000,2.0000,0.0000,-76.7649,2.0000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-04 01:00:00+09:00,0.0000,0.8000,0.0000,-69.3559,0.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-04 02:00:00+09:00,0.0000,-0.7000,0.0000,-58.1922,-0.7000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-04 03:00:00+09:00,0.0000,0.6000,0.0000,-46.1689,0.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-04 04:00:00+09:00,0.0000,3.5000,0.0000,-34.0019,3.5000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-04 05:00:00+09:00,0.0000,5.2000,0.0000,-21.9852,5.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-01-04 06:00:00+09:00,0.0000,8.0000,0.0000,-10.3354,8.0000,0.0000,0.5581,0.0000,0.9000,1.4581,0.0000,0.0000,0.0000,1.4581,0.0500,0.0000
2020-01-04 07:00:00+09:00,118.4000,4.6000,36.7608,0.7091,5.5517,0.2087,0.7163,0.0000,1.1000,1.8163,0.0000,0.0000,0.0000,1.6076,0.0500,0.2087
2020-01-04 08:00:00+09:00,0.0000,5.8000,0.0000,10.8321,5.8000,0.0000,0.6605,0.0000,0.7000,1.3605,0.0000,0.0000,0.0000,1.3605,0.0500,0.0000
2020-01-04 09:00:00+09:00,33.7000,7.6000,50.4284,19.5909,9.0255,0.2835,0.5767,0.0000,0.4000,0.9767,0.0000,0.0000,0.0000,0.6933,0.0500,0.2835
2020-01-04 10:00:00+09:00,109.3000,8.2000,167.4254,26.3880,12.9480,0.9306,0.5488,0.0000,0.3500,0.8988,0.0318,0.0000,0.0000,0.0000,0.0526,0.9306
2020-01-04 11:00:00+09:00,34.8000,8.1000,44.6461,30.5265,9.4601,0.2507,0.5535,0.0000,0.4000,0.9535,0.0000,0.0299,0.0000,0.6729,0.0500,0.2507
2020-01-04 12:00:00+09:00,76.1000,9.2000,108.5224,31.4290,12.4967,0.6040,0.5023,0.0000,0.6000,1.1023,0.0000,0.0000,0.0000,0.4983,0.0500,0.6040
2020-01-04 13:00:00+09:00,111.9000,7.1000,168.2650,28.9498,12.1993,0.9373,0.6000,0.0000,0.3500,0.9500,0.0000,0.0000,0.0000,0.0127,0.0500,0.9373
2020-01-04 14:00:00+09:00,21.1000,11.7000,30.8414,23.4712,12.5451,0.1716,0.3860,0.0000,0.3500,0.7360,0.0000,0.0000,0.0000,0.5644,0.0500,0.1716
2020-01-04 15:00:00+09:00,7.6000,6.5000,12.9757,15.6653,6.8995,0.0734,0.6279,0.0000,0.3500,0.9779,0.0000,0.0000,0.0000,0.9045,0.0500,0.0734
2020-01-04 16:00:00+09:00,53.5000,6.8000,125.4029,6.1983,10.6997,0.7016,0.6139,0.0000,0.4000,1.0139,0.0000,0.0000,0.0000,0.3124,0.0500,0.7016
2020-01-04 17:00:00+09:00,0.0000,6.0000,0.0000,-4.4056,6.0000,0.0000,0.6512,0.0000,0.9000,1.5512,0.0000,0.0000,0.0000,1.5512,0.0500,0.0000
2020-01-04 18:00:00+09:00,0.0000,4.0000,0.0000,-15.7688,4.0000,0.0000,0.7442,0.0000,1.3000,2.0442,0.0000,0.0000,0.0000,2.0442,0.0500,0.0000
2020-01-04 19:00:00+09:00,0.0000,4.6000,0.0000,-27.6176,4.6000,0.0000,0.7163,0.0000,1.2000,1.9163,0.0000,0.0000,0.0000,1.9163,0.0500,0.0000
2020-01-04 20:00:00+09:00,0.0000,2.3000,0.0000,-39.7312,2.3000,0.0000,0.8232,0.0000,1.0000,1.8232,0.0000,0.0000,0.0000,1.8232,0.0500,0.0000
2020-01-04 21:00:00+09:00,0.0000,0.3000,0.0000,-51.8734,0.3000,0.0000,0.9163,0.0000,0.9000,1.8163,0.0000,0.0000,0.0000,1.8163,0.0500,0.0000
2020-01-04 22:00:00+09:00,0.0000,-0.4000,0.0000,-63.6251,-0.4000,0.0000,0.9488,0.0000,0.7000,1.6488,0.0000,0.0000,0.0000,1.6488,0.0500,0.0000
2020-01-04 23:00:00+09:00,0.0000,1.4000,0.0000,-73.6410,1.4000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,0.3000,0.0500,0.0000
2020-01-05 00:00:00+09:00,0.0000,3.4000,0.0000,-76.6901,3.4000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-05 01:00:00+09:00,0.0000,1.4000,0.0000,-69.3648,1.4000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-05 02:00:00+09:00,0.0000,1.4000,0.0000,-58.2291,1.4000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-05 03:00:00+09:00,0.0000,2.6000,0.0000,-46.2133,2.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-05 04:00:00+09:00,0.0000,5.0000,0.0000,-34.0455,5.0000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-05 05:00:00+09:00,0.0000,4.3000,0.0000,-22.0233,4.3000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-01-05 06:00:00+09:00,0.0000,4.4000,0.0000,-10.3642,4.4000,0.0000,0.7256,0.0000,0.9000,1.6256,0.0000,0.0000,0.0000,1.6256,0.0500,0.0000
2020-01-05 07:00:00+09:00,46.1000,8.3000,25.1559,0.6936,8.9628,0.1414,0.5442,0.0000,1.1000,1.6442,0.0000,0.0000,0.0000,1.5027,0.0500,0.1414
2020-01-05 08:00:00+09:00,35.5000,4.9000,72.4841,10.8342,7.1380,0.4097,0.7023,0.0000,0.7000,1.4023,0.0000,0.0000,0.0000,0.9927,0.0500,0.4097
2020-01-05 09:00:00+09:00,116.4000,7.6000,191.9349,19.6156,13.5038,1.0651,0.5767,0.0000,0.4000,0.9767,0.0884,0.0000,0.0000,0.0000,0.0571,1.0651
2020-01-05 10:00:00+09:00,51.5000,6.8000,74.0901,26.4403,8.9926,0.4165,0.6139,0.0000,0.3500,0.9639,0.0000,0.0831,0.0000,0.4643,0.0500,0.4165
2020-01-05 11:00:00+09:00,40.6000,8.3000,58.2674,30.6087,10.0552,0.3266,0.5442,0.0000,0.4000,0.9442,0.0000,0.0000,0.0000,0.6176,0.0500,0.3266
2020-01-05 12:00:00+09:00,78.3000,9.5000,101.4941,31.5390,12.0381,0.5656,0.4884,0.0000,0.6000,1.0884,0.0000,0.0000,0.0000,0.5227,0.0500,0.5656
2020-01-05 13:00:00+09:00,129.2000,9.8000,171.1600,29.0805,14.9372,0.9459,0.4744,0.0000,0.3500,0.8244,0.1215,0.0000,0.0000,0.0000,0.0598,0.9459
2020-01-05 14:00:00+09:00,0.0000,7.2000,0.0000,23.6138,7.2000,0.0000,0.5953,0.0000,0.3500,0.9453,0.0000,0.1143,0.0000,0.8311,0.0500,0.0000
2020-01-05 15:00:00+09:00,0.0000,7.3000,0.0000,15.8129,7.3000,0.0000,0.5907,0.0000,0.3500,0.9407,0.0000,0.0000,0.0000,0.9407,0.0500,0.0000
2020-01-05 16:00:00+09:00,53.2000,7.0000,139.2296,6.3467,11.3284,0.7775,0.6046,0.0000,0.4000,1.0046,0.0000,0.0000,0.0000,0.2271,0.0500,0.7775
2020-01-05 17:00:00+09:00,0.0000,5.3000,0.0000,-4.2585,5.3000,0.0000,0.6837,0.0000,0.9000,1.5837,0.0000,0.0000,0.0000,1.5837,0.0500,0.0000
2020-01-05 18:00:00+09:00,0.0000,4.5000,0.0000,-15.6237,4.5000,0.0000,0.7209,0.0000,1.3000,2.0209,0.0000,0.0000,0.0000,2.0209,0.0500,0.0000
2020-01-05 19:00:00+09:00,0.0000,5.5000,0.0000,-27.4743,5.5000,0.0000,0.6744,0.0000,1.2000,1.8744,0.0000,0.0000,0.0000,1.8744,0.0500,0.0000
2020-01-05 20:00:00+09:00,0.0000,3.8000,0.0000,-39.5888,3.8000,0.0000,0.7535,0.0000,1.0000,1.7535,0.0000,0.0000,0.0000,1.7535,0.0500,0.0000
2020-01-05 21:00:00+09:00,0.0000,4.2000,0.0000,-51.7301,4.2000,0.0000,0.7349,0.0000,0.9000,1.6349,0.0000,0.0000,0.0000,1.6349,0.0500,0.0000
2020-01-05 22:00:00+09:00,0.0000,1.3000,0.0000,-63.4780,1.3000,0.0000,0.8698,0.0000,0.7000,1.5698,0.0000,0.0000,0.0000,1.5698,0.0500,0.0000
2020-01-05 23:00:00+09:00,0.0000,0.1000,0.0000,-73.4931,0.1000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,0.3000,0.0500,0.0000
2020-01-06 00:00:00+09:00,0.0000,0.7000,0.0000,-76.6066,0.7000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-06 01:00:00+09:00,0.0000,1.5000,0.0000,-69.3664,1.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-06 02:00:00+09:00,0.0000,1.8000,0.0000,-58.2603,1.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-06 03:00:00+09:00,0.0000,0.5000,0.0000,-46.2525,0.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-01-06 04:00:00+09:00,0.0000,3.1000,0.0000,-34.0840,3.1000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-01-06 05:00:00+09:00,0.0000,4.3000,0.0000,-22.0562,4.3000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-01-06 06:00:00+09:00,0.0000,8.8000,0.0000,-10.3874,8.8000,0.0000,0.5209,0.0000,0.9000,1.4209,0.0000,0.0000,0.0000,1.4209,0.0500,0.0000
2020-01-06 07:00:00+09:00,76.9000,5.6000,23.9824,0.6839,6.3002,0.1359,0.6698,0.0000,1.1000,1.7698,0.0000,0.0000,0.0000,1.6339,0.0500,0.1359
2020-01-06 08:00:00+09:00,0.0000,7.5000,0.0000,10.8426,7.5000,0.0000,0.5814,0.0000,0.7000,1.2814,0.0000,0.0000,0.0000,1.2814,0.0500,0.0000
2020-01-06 09:00:00+09:00,98.7000,6.8000,161.5111,19.6472,11.8276,0.9006,0.6139,0.0000,0.4000,1.0139,0.0000,0.0000,0.0000,0.1133,0.0500,0.9006
2020-01-06 10:00:00+09:00,0.0000,6.9000,0.0000,26.4997,6.9000,0.0000,0.6093,0.0000,0.3500,0.9593,0.0000,0.0000,0.0000,0.9593,0.0500,0.0000
2020-01-06 11:00:00+09:00,55.4000,10.5000,74.5758,30.6984,12.5665,0.4150,0.4419,0.0000,0.4000,0.8419,0.0000,0.0000,0.0000,0.4269,0.0500,0.4150
2020-01-06 12:00:00+09:00,75.0000,6.8000,108.9048,31.6563,9.9837,0.6105,0.6139,0.0000,0.6000,1.2139,0.0000,0.0000,0.0000,0.6034,0.0500,0.6105
2020-01-06 13:00:00+09:00,158.4000,7.2000,214.7573,29.2177,13.7865,1.1908,0.5953,0.0000,0.3500,0.9453,0.2454,0.0000,0.0000,0.0000,0.0698,1.1908
2020-01-06 14:00:00+09:00,133.9000,6.7000,184.1249,23.7621,12.2923,1.0254,0.6186,0.0000,0.3500,0.9686,0.0568,0.0000,0.0000,0.0000,0.0744,1.0254
2020-01-06 15:00:00+09:00,26.5000,10.4000,39.1792,15.9652,11.5121,0.2187,0.4465,0.0000,0.3500,0.7965,0.0000,0.2843,0.0000,0.2935,0.0500,0.2187
2020-01-06 16:00:00+09:00,0.0000,8.2000,0.0000,6.4990,8.2000,0.0000,0.5488,0.0000,0.4000,0.9488,0.0000,0.0000,0.0000,0.9488,0.0500,0.0000
2020-01-06 17:00:00+09:00,0.0000,6.7000,0.0000,-4.1082,6.7000,0.0000,0.6186,0.0000,0.9000,1.5186,0.0000,0.0000,0.0000,1.5186,0.0500,0.0000
2020-01-06 18:00:00+09:00,0.0000,4.4000,0.0000,-15.4758,4.4000,0.0000,0.7256,0.0000,1.3000,2.0256,0.0000,0.0000,0.0000,2.0256,0.0500,0.0000
2020-01-06 19:00:00+09:00,0.0000,3.8000,0.0000,-27.3286,3.8000,0.0000,0.7535,0.0000,1.2000,1.9535,0.0000,0.0000,0.0000,1.9535,0.0500,0.0000
2020-01-06 20:00:00+09:00,0.0000,0.9000,0.0000,-39.4442,0.9000,0.0000,0.8884,0.0000,1.0000,1.8884,0.0000,0.0000,0.0000,1.8884,0.0500,0.0000
2020-01-06 21:00:00+09:00,0.0000,1.8000,0.0000,-51.5844,1.8000,0.0000,0.8465,0.0000,0.9000,1.7465,0.0000,0.0000,0.0000,1.7465,0.0500,0.0000
