,GHI,Tair,poa_global,solar_elevation,cell_temp,E_gen_kWh,E_hvac_kWh,E_hw_kWh,E_base_kWh,E_total_kWh,charge_kw,discharge_kw,grid_export_kw,grid_import_kw,soc_after,E_self_kWh
2020-04-04 17:00:00+09:00,88.8000,18.8000,83.8817,12.4015,21.3095,0.4549,0.0000,0.0000,0.9000,0.9000,0.0000,0.4451,0.0000,0.0000,0.6760,0.4549
2020-04-04 18:00:00+09:00,0.0000,16.5000,0.0000,0.2513,16.5000,0.0000,0.0000,0.0000,1.3000,1.3000,0.0000,1.3000,0.0000,0.0000,0.5643,0.0000
2020-04-04 19:00:00+09:00,0.0000,14.8000,0.0000,-11.6636,14.8000,0.0000,0.0000,0.0000,1.2000,1.2000,0.0000,1.2000,0.0000,0.0000,0.4613,0.0000
2020-04-04 20:00:00+09:00,0.0000,11.7000,0.0000,-23.0044,11.7000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.3753,0.0000
2020-04-04 21:00:00+09:00,0.0000,12.4000,0.0000,-33.2748,12.4000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.2980,0.0000
2020-04-04 22:00:00+09:00,0.0000,10.8000,0.0000,-41.6789,10.8000,0.0000,0.0000,0.0000,0.7000,0.7000,0.0000,0.7000,0.0000,0.0000,0.2379,0.0000
2020-04-04 23:00:00+09:00,0.0000,11.2000,0.0000,-47.0347,11.2000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.3000,0.0000,0.0000,0.2121,0.0000
2020-04-05 00:00:00+09:00,0.0000,10.6000,0.0000,-48.1186,10.6000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.1992,0.0000
2020-04-05 01:00:00+09:00,0.0000,8.1000,0.0000,-44.6168,8.1000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.1577,0.0000
2020-04-05 02:00:00+09:00,0.0000,13.2000,0.0000,-37.4546,13.2000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.1162,0.0000
2020-04-05 03:00:00+09:00,0.0000,12.0000,0.0000,-27.9213,12.0000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.0747,0.0000
2020-04-05 04:00:00+09:00,0.0000,12.3000,0.0000,-16.9934,12.3000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.0618,0.0000
2020-04-05 05:00:00+09:00,0.0000,13.1000,0.0000,-5.2864,13.1000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.1370,0.0000,0.0630,0.0500,0.0000
2020-04-05 06:00:00+09:00,50.8000,11.6000,38.5522,6.8052,12.7486,0.2144,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.6856,0.0500,0.2144
2020-04-05 07:00:00+09:00,116.3000,15.7000,116.9302,18.9821,19.1270,0.6383,0.0000,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,0.4617,0.0500,0.6383
2020-04-05 08:00:00+09:00,112.2000,14.8000,115.0295,30.9383,18.3867,0.6293,0.0000,0.0000,0.7000,0.7000,0.0000,0.0000,0.0000,0.0707,0.0500,0.6293
2020-04-05 09:00:00+09:00,165.6000,19.1000,178.7801,42.2339,24.4248,0.9607,0.0000,0.0000,0.4000,0.4000,0.5607,0.0000,0.0000,0.0000,0.0953,0.9607
2020-04-05 10:00:00+09:00,228.0000,21.4000,241.9010,52.0586,27.4475,1.2881,0.0000,0.0000,0.3500,0.3500,0.9381,0.0000,0.0000,0.0000,0.1712,1.2881
2020-04-05 11:00:00+09:00,277.2000,18.3000,292.2836,58.8294,25.9445,1.5635,0.0000,0.0000,0.4000,0.4000,1.1635,0.0000,0.0000,0.0000,0.2652,1.5635
2020-04-05 12:00:00+09:00,243.2000,20.5000,269.0141,60.2936,28.6531,1.4273,0.0000,0.0000,0.6000,0.6000,0.8273,0.0000,0.0000,0.0000,0.3321,1.4273
2020-04-05 13:00:00+09:00,272.1000,18.7000,288.7959,55.7519,27.4492,1.5378,0.0000,0.0000,0.3500,0.3500,1.1878,0.0000,0.0000,0.0000,0.4281,1.5378
2020-04-05 14:00:00+09:00,254.7000,17.6000,272.3487,47.1050,25.8342,1.4573,0.0000,0.0000,0.3500,0.3500,1.1073,0.0000,0.0000,0.0000,0.5176,1.4573
2020-04-05 15:00:00+09:00,136.9000,19.1000,142.1814,36.3690,23.4388,0.7663,0.0000,0.0000,0.3500,0.3500,0.4163,0.0000,0.0000,0.0000,0.5512,0.7663
2020-04-05 16:00:00+09:00,40.2000,16.8000,40.9607,24.6632,18.0776,0.2243,0.0000,0.0000,0.4000,0.4000,0.0000,0.1757,0.0000,0.0000,0.5361,0.2243
2020-04-05 17:00:00+09:00,48.0000,19.0000,44.9391,12.5620,20.3875,0.2444,0.0000,0.0000,0.9000,0.9000,0.0000,0.6556,0.0000,0.0000,0.4798,0.2444
2020-04-05 18:00:00+09:00,14.7000,14.0000,5.2352,0.4156,14.1621,0.0290,0.0000,0.0000,1.3000,1.3000,0.0000,1.2710,0.0000,0.0000,0.3706,0.0290
2020-04-05 19:00:00+09:00,0.0000,15.0000,0.0000,-11.4842,15.0000,0.0000,0.0000,0.0000,1.2000,1.2000,0.0000,1.2000,0.0000,0.0000,0.2675,0.0000
2020-04-05 20:00:00+09:00,0.0000,12.4000,0.0000,-22.7979,12.4000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.1816,0.0000
2020-04-05 21:00:00+09:00,0.0000,11.7000,0.0000,-33.0278,11.7000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.1043,0.0000
2020-04-05 22:00:00+09:00,0.0000,12.5000,0.0000,-41.3794,12.5000,0.0000,0.0000,0.0000,0.7000,0.7000,0.0000,0.6321,0.0000,0.0679,0.0500,0.0000
2020-04-05 23:00:00+09:00,0.0000,8.7000,0.0000,-46.6817,8.7000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.0000,0.0000,0.3000,0.0500,0.0000
2020-04-06 00:00:00+09:00,0.0000,13.4000,0.0000,-47.7350,13.4000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-04-06 01:00:00+09:00,0.0000,11.4000,0.0000,-44.2385,11.4000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-06 02:00:00+09:00,0.0000,13.5000,0.0000,-37.1030,13.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-06 03:00:00+09:00,0.0000,10.6000,0.0000,-27.5988,10.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-06 04:00:00+09:00,0.0000,11.6000,0.0000,-16.6942,11.6000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-04-06 05:00:00+09:00,0.0000,12.2000,0.0000,-5.0025,12.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-04-06 06:00:00+09:00,47.9000,14.3000,39.2587,7.0820,15.4310,0.2166,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.6834,0.0500,0.2166
2020-04-06 07:00:00+09:00,60.9000,16.0000,60.3926,19.2605,17.8552,0.3309,0.0000,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,0.7691,0.0500,0.3309
2020-04-06 08:00:00+09:00,140.8000,19.3000,145.9480,31.2282,23.8399,0.7856,0.0000,0.0000,0.7000,0.7000,0.0856,0.0000,0.0000,0.0000,0.0569,0.7856
2020-04-06 09:00:00+09:00,204.6000,17.0000,214.9923,42.5473,23.0734,1.1600,0.0000,0.0000,0.4000,0.4000,0.7600,0.0000,0.0000,0.0000,0.1184,1.1600
2020-04-06 10:00:00+09:00,253.4000,15.9000,276.7754,52.4078,24.5359,1.4868,0.0000,0.0000,0.3500,0.3500,1.1368,0.0000,0.0000,0.0000,0.2102,1.4868
2020-04-06 11:00:00+09:00,321.3000,20.0000,341.7594,59.2115,30.6461,1.8022,0.0000,0.0000,0.4000,0.4000,1.4022,0.0000,0.0000,0.0000,0.3236,1.8022
2020-04-06 12:00:00+09:00,238.0000,17.7000,259.1665,60.6607,25.4357,1.3884,0.0000,0.0000,0.6000,0.6000,0.7884,0.0000,0.0000,0.0000,0.3873,1.3884
2020-04-06 13:00:00+09:00,304.5000,19.4000,325.4178,56.0513,29.2242,1.7235,0.0000,0.0000,0.3500,0.3500,1.3735,0.0000,0.0000,0.0000,0.4983,1.7235
2020-04-06 14:00:00+09:00,280.5000,19.6000,303.0542,47.3381,28.2514,1.6098,0.0000,0.0000,0.3500,0.3500,1.2598,0.0000,0.0000,0.0000,0.6002,1.6098
2020-04-06 15:00:00+09:00,126.3000,16.3000,133.5504,36.5591,20.4722,0.7261,0.0000,0.0000,0.3500,0.3500,0.3761,0.0000,0.0000,0.0000,0.6306,0.7261
2020-04-06 16:00:00+09:00,158.2000,14.9000,163.2100,24.8306,19.8943,0.8889,0.0000,0.0000,0.4000,0.4000,0.4889,0.0000,0.0000,0.0000,0.6701,0.8889
2020-04-06 17:00:00+09:00,60.2000,16.0000,55.7571,12.7217,17.6664,0.3057,0.0000,0.0000,0.9000,0.9000,0.0000,0.5943,0.0000,0.0000,0.6190,0.3057
2020-04-06 18:00:00+09:00,0.0000,15.6000,0.0000,0.5796,15.6000,0.0000,0.0000,0.0000,1.3000,1.3000,0.0000,1.3000,0.0000,0.0000,0.5074,0.0000
2020-04-06 19:00:00+09:00,0.0000,16.8000,0.0000,-11.3048,16.8000,0.0000,0.0000,0.0000,1.2000,1.2000,0.0000,1.2000,0.0000,0.0000,0.4043,0.0000
2020-04-06 20:00:00+09:00,0.0000,14.3000,0.0000,-22.5912,14.3000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.3184,0.0000
2020-04-06 21:00:00+09:00,0.0000,11.5000,0.0000,-32.7807,11.5000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.2410,0.0000
2020-04-06 22:00:00+09:00,0.0000,12.8000,0.0000,-41.0802,12.8000,0.0000,0.0000,0.0000,0.7000,0.7000,0.0000,0.7000,0.0000,0.0000,0.1809,0.0000
2020-04-06 23:00:00+09:00,0.0000,9.0000,0.0000,-46.3299,9.0000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.3000,0.0000,0.0000,0.1551,0.0000
2020-04-07 00:00:00+09:00,0.0000,9.6000,0.0000,-47.3533,9.6000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.1422,0.0000
2020-04-07 01:00:00+09:00,0.0000,11.6000,0.0000,-43.8621,11.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.1007,0.0000
2020-04-07 02:00:00+09:00,0.0000,8.3000,0.0000,-36.7530,8.3000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.0592,0.0000
2020-04-07 03:00:00+09:00,0.0000,12.1000,0.0000,-27.2779,12.1000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.1071,0.0000,0.3763,0.0500,0.0000
2020-04-07 04:00:00+09:00,0.0000,11.5000,0.0000,-16.3966,11.5000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-04-07 05:00:00+09:00,0.0000,14.1000,0.0000,-4.7203,14.1000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-04-07 06:00:00+09:00,0.0000,15.0000,0.0000,7.3569,15.0000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.9000,0.0500,0.0000
2020-04-07 07:00:00+09:00,158.8000,14.9000,156.7011,19.5366,19.7559,0.8538,0.0000,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,0.2462,0.0500,0.8538
2020-04-07 08:00:00+09:00,150.9000,17.6000,157.8688,31.5155,22.4623,0.8533,0.0000,0.0000,0.7000,0.7000,0.1533,0.0000,0.0000,0.0000,0.0624,0.8533
2020-04-07 09:00:00+09:00,232.8000,16.9000,252.1737,42.8580,24.6806,1.3540,0.0000,0.0000,0.4000,0.4000,0.9540,0.0000,0.0000,0.0000,0.1395,1.3540
2020-04-07 10:00:00+09:00,234.1000,18.8000,253.7159,52.7544,26.1875,1.3562,0.0000,0.0000,0.3500,0.3500,1.0062,0.0000,0.0000,0.0000,0.2208,1.3562
2020-04-07 11:00:00+09:00,280.5000,20.5000,304.8199,59.5913,29.7779,1.6117,0.0000,0.0000,0.4000,0.4000,1.2117,0.0000,0.0000,0.0000,0.3188,1.6117
2020-04-07 12:00:00+09:00,244.3000,19.8000,262.7571,61.0257,27.9977,1.3968,0.0000,0.0000,0.6000,0.6000,0.7968,0.0000,0.0000,0.0000,0.3832,1.3968
2020-04-07 13:00:00+09:00,255.5000,22.5000,267.7995,56.3479,30.7810,1.4116,0.0000,0.0000,0.3500,0.3500,1.0616,0.0000,0.0000,0.0000,0.4690,1.4116
2020-04-07 14:00:00+09:00,194.3000,17.3000,202.5829,47.5686,23.4492,1.0918,0.0000,0.0000,0.3500,0.3500,0.7418,0.0000,0.0000,0.0000,0.5290,1.0918
2020-04-07 15:00:00+09:00,255.4000,16.8000,268.2869,36.7473,25.0425,1.4390,0.0000,0.0000,0.3500,0.3500,1.0890,0.0000,0.0000,0.0000,0.6170,1.4390
2020-04-07 16:00:00+09:00,150.4000,16.2000,154.2908,24.9968,21.0172,0.8376,0.0000,0.0000,0.4000,0.4000,0.4376,0.0000,0.0000,0.0000,0.6524,0.8376
2020-04-07 17:00:00+09:00,98.9000,16.4000,90.4464,12.8806,18.9933,0.4939,0.0000,0.0000,0.9000,0.9000,0.0000,0.4061,0.0000,0.0000,0.6175,0.4939
2020-04-07 18:00:00+09:00,2.3000,15.3000,0.7772,0.7431,15.3242,0.0043,0.0000,0.0000,1.3000,1.3000,0.0000,1.2957,0.0000,0.0000,0.5062,0.0043
2020-04-07 19:00:00+09:00,0.0000,14.1000,0.0000,-11.1255,14.1000,0.0000,0.0000,0.0000,1.2000,1.2000,0.0000,1.2000,0.0000,0.0000,0.4031,0.0000
2020-04-07 20:00:00+09:00,0.0000,12.0000,0.0000,-22.3844,12.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.3172,0.0000
2020-04-07 21:00:00+09:00,0.0000,14.7000,0.0000,-32.5335,14.7000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.2398,0.0000
2020-04-07 22:00:00+09:00,0.0000,10.0000,0.0000,-40.7814,10.0000,0.0000,0.0000,0.0000,0.7000,0.7000,0.0000,0.7000,0.0000,0.0000,0.1797,0.0000
2020-04-07 23:00:00+09:00,0.0000,11.8000,0.0000,-45.9793,11.8000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.3000,0.0000,0.0000,0.1539,0.0000
2020-04-08 00:00:00+09:00,0.0000,10.5000,0.0000,-46.9735,10.5000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.1410,0.0000
2020-04-08 01:00:00+09:00,0.0000,13.8000,0.0000,-43.4878,13.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.0995,0.0000
2020-04-08 02:00:00+09:00,0.0000,10.2000,0.0000,-36.4049,10.2000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.0580,0.0000
2020-04-08 03:00:00+09:00,0.0000,11.1000,0.0000,-26.9587,11.1000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0931,0.0000,0.3902,0.0500,0.0000
2020-04-08 04:00:00+09:00,0.0000,11.5000,0.0000,-16.1008,11.5000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-04-08 05:00:00+09:00,0.0000,14.4000,0.0000,-4.4400,14.4000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-04-08 06:00:00+09:00,0.0000,11.8000,0.0000,7.6296,11.8000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.9000,0.0500,0.0000
2020-04-08 07:00:00+09:00,113.8000,13.8000,112.4557,19.8104,17.1091,0.6175,0.0000,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,0.4825,0.0500,0.6175
2020-04-08 08:00:00+09:00,205.5000,18.2000,210.3604,31.8002,24.6567,1.1296,0.0000,0.0000,0.7000,0.7000,0.4296,0.0000,0.0000,0.0000,0.0847,1.1296
2020-04-08 09:00:00+09:00,182.3000,19.0000,195.2852,43.1658,25.0868,1.0473,0.0000,0.0000,0.4000,0.4000,0.6473,0.0000,0.0000,0.0000,0.1370,1.0473
2020-04-08 10:00:00+09:00,205.6000,19.4000,217.9144,53.0982,26.1943,1.1648,0.0000,0.0000,0.3500,0.3500,0.8148,0.0000,0.0000,0.0000,0.2029,1.1648
2020-04-08 11:00:00+09:00,255.7000,20.8000,267.4830,59.9690,28.9719,1.4178,0.0000,0.0000,0.4000,0.4000,1.0178,0.0000,0.0000,0.0000,0.2852,1.4178
2020-04-08 12:00:00+09:00,240.0000,20.4000,256.3802,61.3885,28.1919,1.3621,0.0000,0.0000,0.6000,0.6000,0.7621,0.0000,0.0000,0.0000,0.3468,1.3621
2020-04-08 13:00:00+09:00,289.2000,18.4000,311.0121,56.6418,27.5884,1.6554,0.0000,0.0000,0.3500,0.3500,1.3054,0.0000,0.0000,0.0000,0.4523,1.6554
2020-04-08 14:00:00+09:00,158.2000,19.6000,168.0859,47.7966,24.5394,0.9029,0.0000,0.0000,0.3500,0.3500,0.5529,0.0000,0.0000,0.0000,0.4970,0.9029
2020-04-08 15:00:00+09:00,142.5000,17.6000,146.3690,36.9335,22.1415,0.7919,0.0000,0.0000,0.3500,0.3500,0.4419,0.0000,0.0000,0.0000,0.5327,0.7919
2020-04-08 16:00:00+09:00,133.7000,15.2000,134.9009,25.1616,19.3048,0.7360,0.0000,0.0000,0.4000,0.4000,0.3360,0.0000,0.0000,0.0000,0.5599,0.7360
2020-04-08 17:00:00+09:00,59.9000,15.0000,54.4022,13.0387,16.6633,0.2991,0.0000,0.0000,0.9000,0.9000,0.0000,0.6009,0.0000,0.0000,0.5083,0.2991
2020-04-08 18:00:00+09:00,62.1000,15.4000,23.5975,0.9064,16.1356,0.1300,0.0000,0.0000,1.3000,1.3000,0.0000,1.1700,0.0000,0.0000,0.4077,0.1300
2020-04-08 19:00:00+09:00,0.0000,16.7000,0.0000,-10.9463,16.7000,0.0000,0.0000,0.0000,1.2000,1.2000,0.0000,1.2000,0.0000,0.0000,0.3046,0.0000
2020-04-08 20:00:00+09:00,0.0000,10.8000,0.0000,-22.1775,10.8000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.2187,0.0000
2020-04-08 21:00:00+09:00,0.0000,12.2000,0.0000,-32.2863,12.2000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.1414,0.0000
2020-04-08 22:00:00+09:00,0.0000,12.1000,0.0000,-40.4830,12.1000,0.0000,0.0000,0.0000,0.7000,0.7000,0.0000,0.7000,0.0000,0.0000,0.0813,0.0000
2020-04-08 23:00:00+09:00,0.0000,9.8000,0.0000,-45.6301,9.8000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.3000,0.0000,0.0000,0.0555,0.0000
2020-04-09 00:00:00+09:00,0.0000,11.5000,0.0000,-46.5959,11.5000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0641,0.0000,0.0859,0.0500,0.0000
2020-04-09 01:00:00+09:00,0.0000,9.5000,0.0000,-43.1157,9.5000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-09 02:00:00+09:00,0.0000,12.6000,0.0000,-36.0587,12.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-09 03:00:00+09:00,0.0000,13.8000,0.0000,-26.6413,13.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-09 04:00:00+09:00,0.0000,13.4000,0.0000,-15.8068,13.4000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-04-09 05:00:00+09:00,0.0000,11.2000,0.0000,-4.1618,11.2000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-04-09 06:00:00+09:00,3.6000,15.0000,2.7153,7.9001,15.0813,0.0150,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.8850,0.0500,0.0150
2020-04-09 07:00:00+09:00,0.0000,16.2000,0.0000,20.0816,16.2000,0.0000,0.0000,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,1.1000,0.0500,0.0000
2020-04-09 08:00:00+09:00,130.6000,16.0000,134.6154,32.0820,20.1514,0.7326,0.0000,0.0000,0.7000,0.7000,0.0326,0.0000,0.0000,0.0000,0.0526,0.7326
2020-04-09 09:00:00+09:00,184.0000,20.5000,196.9718,43.4705,25.8810,1.0538,0.0000,0.0000,0.4000,0.4000,0.6538,0.0000,0.0000,0.0000,0.1055,1.0538
2020-04-09 10:00:00+09:00,311.9000,19.2000,333.3269,53.4390,28.9868,1.7667,0.0000,0.0000,0.3500,0.3500,1.4167,0.0000,0.0000,0.0000,0.2200,1.7667
2020-04-09 11:00:00+09:00,298.9000,19.8000,316.1912,60.3442,29.6478,1.6725,0.0000,0.0000,0.4000,0.4000,1.2725,0.0000,0.0000,0.0000,0.3229,1.6725
2020-04-09 12:00:00+09:00,241.5000,18.7000,250.5477,61.7489,26.4645,1.3381,0.0000,0.0000,0.6000,0.6000,0.7381,0.0000,0.0000,0.0000,0.3825,1.3381
2020-04-09 13:00:00+09:00,277.7000,14.3000,289.8556,56.9329,23.1166,1.5637,0.0000,0.0000,0.3500,0.3500,1.2137,0.0000,0.0000,0.0000,0.4806,1.5637
2020-04-09 14:00:00+09:00,235.8000,19.1000,243.5777,48.0220,25.2360,1.3057,0.0000,0.0000,0.3500,0.3500,0.9557,0.0000,0.0000,0.0000,0.5579,1.3057
2020-04-09 15:00:00+09:00,181.5000,18.3000,190.5411,37.1179,23.0687,1.0280,0.0000,0.0000,0.3500,0.3500,0.6780,0.0000,0.0000,0.0000,0.6127,1.0280
2020-04-09 16:00:00+09:00,149.0000,17.5000,151.3755,25.3251,22.1749,0.8189,0.0000,0.0000,0.4000,0.4000,0.4189,0.0000,0.0000,0.0000,0.6466,0.8189
2020-04-09 17:00:00+09:00,34.3000,15.3000,31.2236,13.1961,16.1047,0.1720,0.0000,0.0000,0.9000,0.9000,0.0000,0.7280,0.0000,0.0000,0.5840,0.1720
2020-04-09 18:00:00+09:00,36.2000,16.2000,16.7194,1.0693,16.7151,0.0919,0.0000,0.0000,1.3000,1.3000,0.0000,1.2081,0.0000,0.0000,0.4802,0.0919
2020-04-09 19:00:00+09:00,0.0000,14.2000,0.0000,-10.7670,14.2000,0.0000,0.0000,0.0000,1.2000,1.2000,0.0000,1.2000,0.0000,0.0000,0.3771,0.0000
2020-04-09 20:00:00+09:00,0.0000,14.9000,0.0000,-21.9704,14.9000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.2912,0.0000
2020-04-09 21:00:00+09:00,0.0000,11.7000,0.0000,-32.0391,11.7000,0.0000,0.0000,0.0000,0.9000,0.9000,0.0000,0.9000,0.0000,0.0000,0.2139,0.0000
2020-04-09 22:00:00+09:00,0.0000,12.2000,0.0000,-40.1851,12.2000,0.0000,0.0000,0.0000,0.7000,0.7000,0.0000,0.7000,0.0000,0.0000,0.1538,0.0000
2020-04-09 23:00:00+09:00,0.0000,11.9000,0.0000,-45.2823,11.9000,0.0000,0.0000,0.0000,0.3000,0.3000,0.0000,0.3000,0.0000,0.0000,0.1280,0.0000
2020-04-10 00:00:00+09:00,0.0000,13.3000,0.0000,-46.2204,13.3000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.1500,0.0000,0.0000,0.1151,0.0000
2020-04-10 01:00:00+09:00,0.0000,8.6000,0.0000,-42.7459,8.6000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.4833,0.0000,0.0000,0.0736,0.0000
2020-04-10 02:00:00+09:00,0.0000,10.8000,0.0000,-35.7147,10.8000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.2744,0.0000,0.2089,0.0500,0.0000
2020-04-10 03:00:00+09:00,0.0000,13.4000,0.0000,-26.3260,13.4000,0.0000,0.0000,0.3333,0.1500,0.4833,0.0000,0.0000,0.0000,0.4833,0.0500,0.0000
2020-04-10 04:00:00+09:00,0.0000,15.3000,0.0000,-15.5148,15.3000,0.0000,0.0000,0.0000,0.1500,0.1500,0.0000,0.0000,0.0000,0.1500,0.0500,0.0000
2020-04-10 05:00:00+09:00,0.0000,14.3000,0.0000,-3.8857,14.3000,0.0000,0.0000,0.0000,0.2000,0.2000,0.0000,0.0000,0.0000,0.2000,0.0500,0.0000
2020-04-10 06:00:00+09:00,32.0000,15.5000,24.9530,8.1683,16.2777,0.1374,0.0000,0.0000,0.9000,0.9000,0.0000,0.0000,0.0000,0.7626,0.0500,0.1374
2020-04-10 07:00:00+09:00,137.2000,15.5000,133.8959,20.3501,19.6541,0.7298,0.0000,0.0000,1.1000,1.1000,0.0000,0.0000,0.0000,0.3702,0.0500,0.7298
2020-04-10 08:00:00+09:00,177.8000,19.8000,180.3682,32.3608,25.2799,0.9667,0.0000,0.0000,0.7000,0.7000,0.2667,0.0000,0.0000,0.0000,0.0716,0.9667
2020-04-10 09:00:00+09:00,242.4000,17.7000,254.4602,43.7721,25.3367,1.3636,0.0000,0.0000,0.4000,0.4000,0.9636,0.0000,0.0000,0.0000,0.1495,1.3636
2020-04-10 10:00:00+09:00,270.4000,18.7000,287.0910,53.7767,27.4894,1.5285,0.0000,0.0000,0.3500,0.3500,1.1785,0.0000,0.0000,0.0000,0.2447,1.5285
2020-04-10 11:00:00+09:00,225.9000,17.2000,234.1490,60.7169,23.7649,1.2607,0.0000,0.0000,0.4000,0.4000,0.8607,0.0000,0.0000,0.0000,0.3143,1.2607
2020-04-10 12:00:00+09:00,254.5000,22.0000,267.1030,62.1069,28.6776,1.4170,0.0000,0.0000,0.6000,0.6000,0.8170,0.0000,0.0000,0.0000,0.3803,1.4170
2020-04-10 13:00:00+09:00,241.6000,18.0000,253.6225,57.2211,25.0396,1.3603,0.0000,0.0000,0.3500,0.3500,1.0103,0.0000,0.0000,0.0000,0.4620,1.3603
2020-04-10 14:00:00+09:00,295.8000,17.0000,308.1857,48.2449,26.5617,1.6455,0.0000,0.0000,0.3500,0.3500,1.2955,0.0000,0.0000,0.0000,0.5667,1.6455
